experiment,mrr,map,ndcg_at_k,precision_at_k,recall_at_k,f1_score_at_k
fixed_256_25,0.29569892473118276,0.2903225806451613,0.3080855013780531,0.2043010752688172,0.21622562025787834,0.19844913151364765
fixed_512_50,0.30376344086021506,0.3024193548387097,0.33285268075889174,0.24193548387096775,0.22105792952567146,0.21483534386760192
recursive_256_25,0.21505376344086022,0.2163978494623656,0.22719702684405876,0.16129032258064516,0.16437648373132244,0.1498316199929103
recursive_512_50,0.3467741935483871,0.3494623655913978,0.3723583171666394,0.23655913978494622,0.24152702136573104,0.22364311315924218
semantic_t0.7_miniLM,0.21505376344086022,0.21774193548387097,0.22820503732866868,0.13440860215053765,0.10718882372108178,0.10770331818718916
semantic_t0.85_miniLM,0.21505376344086022,0.21102150537634407,0.22460737488109708,0.12903225806451613,0.1122515477354187,0.10971582181259601
sentence_s3,0.30913978494623656,0.31048387096774194,0.3341475067403726,0.20967741935483872,0.1963139459107201,0.18787484916517175
sentence_s5,0.3413978494623656,0.3387096774193548,0.3641027347904109,0.24731182795698922,0.24973932877158683,0.2309356414195124
