experiment,mrr,map,ndcg_at_k,precision_at_k,recall_at_k,f1_score_at_k
fixed_256_25,0.4529929577464789,0.43637519561815336,0.48998421821503024,0.2887323943661972,0.452690638782188,0.3367439778531328
fixed_512_50,0.5426643192488263,0.5208920187793428,0.5738932254556113,0.35281690140845073,0.5677062374245473,0.4150037841887469
recursive_512_50,0.5168427230046948,0.5032619327073552,0.554273336549301,0.3457746478873239,0.5506596396561185,0.40515423543592555
sentence_s3,0.4992370892018779,0.48279538341158057,0.5355241856089221,0.31267605633802814,0.5046427555230372,0.3670347315852701
sentence_s5,0.552406103286385,0.535221048513302,0.5799776916118081,0.3401408450704226,0.5494128914903562,0.3986246947152084
