experiment,mrr,map,ndcg_at_k,precision_at_k,recall_at_k,f1_score_at_k
fixed_256_25,0.24647887323943662,0.24647887323943662,0.24647887323943662,0.24647887323943662,0.0817015730748125,0.1182260228034876
fixed_512_50,0.323943661971831,0.323943661971831,0.323943661971831,0.323943661971831,0.1037449444139585,0.1519333952432544
recursive_256_25,0.2112676056338028,0.2112676056338028,0.2112676056338028,0.2112676056338028,0.06880881247078431,0.0999748490945674
recursive_512_50,0.3274647887323944,0.3274647887323944,0.3274647887323944,0.3274647887323944,0.10665686035404345,0.15538000731662704
semantic_t0.7_miniLM,0.19014084507042253,0.19014084507042253,0.19014084507042253,0.19014084507042253,0.062336773164237955,0.09077241225128549
semantic_t0.85_miniLM,0.15845070422535212,0.15845070422535212,0.15845070422535212,0.15845070422535212,0.05516736784342418,0.079476861167002
sentence_s3,0.2605633802816901,0.2605633802816901,0.2605633802816901,0.2605633802816901,0.0791543452635002,0.11714410393987859
sentence_s5,0.2887323943661972,0.2887323943661972,0.2887323943661972,0.2887323943661972,0.09461389549417719,0.1377566682144147
