sample_id,experiment,chunking_time_s,num_chunks,mrr,map,ndcg_at_k,precision_at_k,recall_at_k,f1_score_at_k
-9145444956854203798,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
4286308669240489522,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
-6449874682390453552,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
7725028157332755024,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
2062194153854731443,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
-3877133029714923608,semantic_t0.7_miniLM,0,4774615,0.5,0.5,0.6509209298071326,0.4,1.0,0.5714285714285715
-8083772678784794712,semantic_t0.7_miniLM,0,4774615,1.0,1.0,1.0,1.0,1.6666666666666667,1.25
1470572608642113516,semantic_t0.7_miniLM,0,4774615,0.2,0.2,0.38685280723454163,0.2,0.3333333333333333,0.25
2065785326665073764,semantic_t0.7_miniLM,0,4774615,1.0,1.0,1.0,0.2,0.3333333333333333,0.25
8202099087603815014,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
5154355080358500548,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
1909660961806874514,semantic_t0.7_miniLM,0,4774615,0.25,0.325,0.5012658353418871,0.4,0.6666666666666666,0.5
1660239532499962258,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
-8610857197835462616,semantic_t0.7_miniLM,0,4774615,0.3333333333333333,0.41666666666666663,0.5706417189553201,0.4,0.6666666666666666,0.5
-4915132952201680401,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
7023418763636780283,semantic_t0.7_miniLM,0,4774615,1.0,0.7000000000000001,0.8529278650606567,0.6,0.75,0.6666666666666665
-8086186598590428328,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
4507340438181247480,semantic_t0.7_miniLM,0,4774615,0.5,0.5,0.6309297535714575,0.2,0.2,0.20000000000000004
4462976874534268376,semantic_t0.7_miniLM,0,4774615,0.2,0.2,0.38685280723454163,0.2,0.3333333333333333,0.25
2369531287052708889,semantic_t0.7_miniLM,0,4774615,1.0,1.0,1.0,0.2,0.3333333333333333,0.25
2804165709523013948,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
-6218303566105360057,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
8876987501924203805,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
-2578883946774328526,semantic_t0.7_miniLM,0,4774615,0.5,0.5,0.6309297535714575,0.2,0.5,0.28571428571428575
929356810414228415,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
-2295186136684060602,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
1448734299857601227,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
2703740937449006004,semantic_t0.7_miniLM,0,4774615,1.0,1.0,1.0,0.2,0.2,0.20000000000000004
-5783732767464688643,semantic_t0.7_miniLM,0,4774615,1.0,1.0,1.0,0.4,1.0,0.5714285714285715
-3609553841261159056,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
-8673761042893447608,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
-8429120076574204866,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
4886593405090424218,semantic_t0.7_miniLM,0,4774615,1.0,1.0,1.0,1.0,0.5,0.6666666666666666
-2716146321161538028,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
-4883826730918402528,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
7985444229996997998,semantic_t0.7_miniLM,0,4774615,1.0,1.0,1.0,0.4,0.6666666666666666,0.5
9068910083751894052,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
5071935246836044194,semantic_t0.7_miniLM,0,4774615,0.5,0.45,0.6240505200038379,0.4,0.25,0.3076923076923077
973030756096044645,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
3733912979650364028,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
-1069060288781198500,semantic_t0.7_miniLM,0,4774615,0.3333333333333333,0.41666666666666663,0.5706417189553201,0.4,0.5,0.4444444444444445
5312446970699656970,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
3140346693801476469,semantic_t0.7_miniLM,0,4774615,0.5,0.6388888888888888,0.7328286204777911,0.6,1.5,0.857142857142857
-5047601973359583655,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
-2168523086395025684,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
-4892099832556315123,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
6295886493525876205,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
-8368947694846534347,semantic_t0.7_miniLM,0,4774615,1.0,1.0,1.0,0.2,0.25,0.22222222222222224
5330896459311745365,semantic_t0.7_miniLM,0,4774615,1.0,1.0,1.0,0.4,0.4,0.4000000000000001
6473115194547477200,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
-735205915299783071,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
-669282137845772580,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
-3804140741267495577,semantic_t0.7_miniLM,0,4774615,0.2,0.2,0.38685280723454163,0.2,0.16666666666666666,0.1818181818181818
-2971457227742536513,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
3592083183851378335,semantic_t0.7_miniLM,0,4774615,1.0,1.0,1.0,0.2,0.3333333333333333,0.25
4712499287425562974,semantic_t0.7_miniLM,0,4774615,1.0,1.0,1.0,0.6,0.3333333333333333,0.42857142857142855
4373755116203252946,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
-1052111156958529383,semantic_t0.7_miniLM,0,4774615,0.2,0.2,0.38685280723454163,0.2,0.3333333333333333,0.25
2869961034981088298,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
2269457951575222809,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
-7768707715798932743,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
2457812710477094129,semantic_t0.7_miniLM,0,4774615,0.0,0.0,0.0,0.0,0.0,0.0
