sample_id,experiment,chunking_time_s,num_chunks,mrr,map,ndcg_at_k,precision_at_k,recall_at_k,f1_score_at_k
-5742327688291876861,fixed_512_50,0.024711132049560547,571,0.0,0.0,0.0,0.0,0.0,0.0
-5742327688291876861,fixed_256_25,0.019511938095092773,1140,0.0,0.0,0.0,0.0,0.0,0.0
-5742327688291876861,sentence_s3,0.05537605285644531,942,0.0,0.0,0.0,0.0,0.0,0.0
-5742327688291876861,sentence_s5,0.022047996520996094,565,0.0,0.0,0.0,0.0,0.0,0.0
-5742327688291876861,recursive_512_50,0.021277904510498047,765,0.0,0.0,0.0,0.0,0.0,0.0
-5742327688291876861,recursive_256_25,0.020193099975585938,1358,0.0,0.0,0.0,0.0,0.0,0.0
-5742327688291876861,semantic_t0.7,4.381279945373535,2708,0.0,0.0,0.0,0.0,0.0,0.0
-5742327688291876861,semantic_t0.85,2.9111788272857666,2819,0.0,0.0,0.0,0.0,0.0,0.0
-3582047784487750233,fixed_512_50,0.010376930236816406,277,1.0,1.0,1.0,1.0,0.45454545454545453,0.625
-3582047784487750233,fixed_256_25,0.009796142578125,554,1.0,1.0,1.0,0.4,0.18181818181818182,0.25000000000000006
-3582047784487750233,sentence_s3,0.008984088897705078,241,1.0,1.0,1.0,0.6,0.2727272727272727,0.37499999999999994
-3582047784487750233,sentence_s5,0.008848905563354492,145,0.3333333333333333,0.4777777777777777,0.6182885020492784,0.6,0.2727272727272727,0.37499999999999994
-3582047784487750233,recursive_512_50,0.007207393646240234,318,0.0,0.0,0.0,0.0,0.0,0.0
-3582047784487750233,recursive_256_25,0.008292198181152344,640,0.2,0.2,0.38685280723454163,0.2,0.09090909090909091,0.12500000000000003
-3582047784487750233,semantic_t0.7,0.8811829090118408,714,0.25,0.25,0.43067655807339306,0.2,0.09090909090909091,0.12500000000000003
-3582047784487750233,semantic_t0.85,0.8780307769775391,723,0.2,0.2,0.38685280723454163,0.2,0.09090909090909091,0.12500000000000003
6811938153834854976,fixed_512_50,0.001834869384765625,46,0.0,0.0,0.0,0.0,0.0,0.0
6811938153834854976,fixed_256_25,0.0015218257904052734,91,0.0,0.0,0.0,0.0,0.0,0.0
6811938153834854976,sentence_s3,0.0022339820861816406,73,0.0,0.0,0.0,0.0,0.0,0.0
6811938153834854976,sentence_s5,0.006489276885986328,44,0.0,0.0,0.0,0.0,0.0,0.0
6811938153834854976,recursive_512_50,0.0015492439270019531,55,0.0,0.0,0.0,0.0,0.0,0.0
6811938153834854976,recursive_256_25,0.0024521350860595703,107,0.0,0.0,0.0,0.0,0.0,0.0
6811938153834854976,semantic_t0.7,0.4628889560699463,210,0.0,0.0,0.0,0.0,0.0,0.0
6811938153834854976,semantic_t0.85,0.46398091316223145,219,0.0,0.0,0.0,0.0,0.0,0.0
1700733897006170137,fixed_512_50,0.013353109359741211,371,0.3333333333333333,0.4777777777777777,0.6182885020492784,0.6,1.5,0.857142857142857
1700733897006170137,fixed_256_25,0.011867046356201172,742,0.3333333333333333,0.3333333333333333,0.5,0.2,0.5,0.28571428571428575
1700733897006170137,sentence_s3,0.02143383026123047,858,0.3333333333333333,0.41666666666666663,0.5706417189553201,0.4,1.0,0.5714285714285715
1700733897006170137,sentence_s5,0.021487712860107422,515,0.5,0.5333333333333333,0.6797310500037655,0.6,1.5,0.857142857142857
1700733897006170137,recursive_512_50,0.006164073944091797,459,0.0,0.0,0.0,0.0,0.0,0.0
1700733897006170137,recursive_256_25,0.01341700553894043,922,0.0,0.0,0.0,0.0,0.0,0.0
1700733897006170137,semantic_t0.7,3.4969699382781982,2513,0.0,0.0,0.0,0.0,0.0,0.0
1700733897006170137,semantic_t0.85,2.5516409873962402,2569,0.0,0.0,0.0,0.0,0.0,0.0
142117929623619257,fixed_512_50,0.017829179763793945,521,1.0,1.0,1.0,1.0,2.5,1.4285714285714286
142117929623619257,fixed_256_25,0.015925168991088867,1042,1.0,1.0,1.0,1.0,2.5,1.4285714285714286
142117929623619257,sentence_s3,0.02251601219177246,759,1.0,1.0,1.0,1.0,2.5,1.4285714285714286
142117929623619257,sentence_s5,0.026221036911010742,456,1.0,1.0,1.0,1.0,2.5,1.4285714285714286
142117929623619257,recursive_512_50,0.013816118240356445,622,1.0,1.0,1.0,1.0,2.5,1.4285714285714286
142117929623619257,recursive_256_25,0.016199827194213867,1201,1.0,1.0,1.0,1.0,2.5,1.4285714285714286
142117929623619257,semantic_t0.7,2.327775716781616,2229,1.0,1.0,1.0,1.0,2.5,1.4285714285714286
142117929623619257,semantic_t0.85,2.0904979705810547,2253,1.0,1.0,1.0,1.0,2.5,1.4285714285714286
-6681997980074150658,fixed_512_50,0.013417959213256836,345,0.5,0.5,0.6309297535714575,0.2,0.25,0.22222222222222224
-6681997980074150658,fixed_256_25,0.011423110961914062,689,0.0,0.0,0.0,0.0,0.0,0.0
-6681997980074150658,sentence_s3,0.01856374740600586,714,0.0,0.0,0.0,0.0,0.0,0.0
-6681997980074150658,sentence_s5,0.018303871154785156,429,0.0,0.0,0.0,0.0,0.0,0.0
-6681997980074150658,recursive_512_50,0.009232044219970703,408,0.2,0.2,0.38685280723454163,0.2,0.25,0.22222222222222224
-6681997980074150658,recursive_256_25,0.010537147521972656,810,0.25,0.25,0.43067655807339306,0.2,0.25,0.22222222222222224
-6681997980074150658,semantic_t0.7,1.8751959800720215,2113,0.0,0.0,0.0,0.0,0.0,0.0
-6681997980074150658,semantic_t0.85,1.8264939785003662,2140,0.0,0.0,0.0,0.0,0.0,0.0
-4867406118701628228,fixed_512_50,0.00909113883972168,227,0.5,0.6791666666666667,0.7606395682357036,0.8,1.3333333333333333,1.0
-4867406118701628228,fixed_256_25,0.007982015609741211,454,0.5,0.5333333333333333,0.6797310500037655,0.6,1.0,0.7499999999999999
-4867406118701628228,sentence_s3,0.010652780532836914,479,0.25,0.25,0.43067655807339306,0.2,0.3333333333333333,0.25
-4867406118701628228,sentence_s5,0.010522842407226562,288,1.0,1.0,1.0,1.0,1.6666666666666667,1.25
-4867406118701628228,recursive_512_50,0.0018489360809326172,239,0.5,0.6791666666666667,0.7606395682357036,0.8,1.3333333333333333,1.0
-4867406118701628228,recursive_256_25,0.0030319690704345703,537,0.5,0.6791666666666667,0.7606395682357036,0.8,1.3333333333333333,1.0
-4867406118701628228,semantic_t0.7,1.0852348804473877,1417,0.0,0.0,0.0,0.0,0.0,0.0
-4867406118701628228,semantic_t0.85,1.02531099319458,1433,0.0,0.0,0.0,0.0,0.0,0.0
