experiment,mrr,map,ndcg_at_k,precision_at_k,recall_at_k,f1_score_at_k
fixed_256_25,0.2837744533947066,0.2837744533947066,0.2837744533947066,0.2837744533947066,0.09612205207070662,0.1377705907900999
fixed_512_50,0.36846950517836596,0.36846950517836596,0.36846950517836596,0.36846950517836596,0.12141339543537003,0.17497262775195133
recursive_256_25,0.25500575373993095,0.25500575373993095,0.25500575373993095,0.25500575373993095,0.08749564950268937,0.12511337147700782
recursive_512_50,0.35558112773302647,0.35558112773302647,0.35558112773302647,0.35558112773302647,0.11899361429322197,0.17091168041603935
semantic_t0.7_miniLM,0.19217491369390102,0.19217491369390102,0.19217491369390102,0.19217491369390102,0.06294178938310124,0.09112743025143671
semantic_t0.85_miniLM,0.16869965477560414,0.16869965477560414,0.16869965477560414,0.16869965477560414,0.0543024379506119,0.07901666752874682
sentence_s3,0.28768699654775604,0.28768699654775604,0.28768699654775604,0.28768699654775604,0.0967534728409297,0.1387662790165934
sentence_s5,0.33463751438434985,0.33463751438434985,0.33463751438434985,0.33463751438434985,0.1116011682813707,0.16025424550767725
