experiment,mrr,map,ndcg_at_k,precision_at_k,recall_at_k,f1_score_at_k
fixed_512_0,0.2666032972875078,0.2440037203794944,0.2884671836183998,0.04933333333333333,0.49333333333333335,0.0896969696969697
fixed_512_128,0.24245329289446937,0.22691575102457454,0.287581461375662,0.050333333333333334,0.5033333333333333,0.09151515151515151
recursive_512_64,0.26473449016870065,0.2602296877796362,0.3032749235208556,0.049666666666666665,0.49666666666666665,0.0903030303030303
sentence_s5,0.3022949146370199,0.2870101133100359,0.32302324105073,0.051000000000000004,0.51,0.09272727272727273
