experiment,mrr,map,ndcg_at_k,precision_at_k,recall_at_k,f1_score_at_k
fixed_256_25,0.5290218642117376,0.5098983505945531,0.5624739492081715,0.36073647871116227,0.6005660888601367,0.4258159962774693
fixed_512_50,0.6217414652857691,0.5975121467842986,0.6490208331136107,0.44736478711162253,0.7434753356675424,0.527819425422159
recursive_512_50,0.6138204833141543,0.5950386779184247,0.6431194696322318,0.43272727272727274,0.720980201137725,0.5108663711162169
sentence_s3,0.5585654008438818,0.5383729702084132,0.5878250571645084,0.37104718066743386,0.6161888944423632,0.4372453701585385
sentence_s5,0.5984886843114692,0.576350850274901,0.6262298761020137,0.40915995397008054,0.6766594834938325,0.4816683282921634
